pick,season,round,Team Abbr,gsis_id,pfr_player_id,cfb_player_id,pfr_player_name,hof,position,category,side,college,age,to,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks,Logo Path
91,2006,3,CIN,00-0024306,RuckFr99,frostee-rucker-1,Frostee Rucker,0,DE,DL,D,USC,22.0,2018.0,0,0,5,39.0,0.0,10.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,21.5,logos/CIN.tif
92,2006,3,DAL,0,HatcJa20,0,Jason Hatcher,0,DE,DL,D,Grambling St.,24.0,2015.0,0,1,5,34.0,0.0,23.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,1.0,34.5,logos/DAL.tif
93,2015,3,IND,00-0032269,AndeHe00,henry-anderson-1,Henry Anderson,0,DE,DL,D,Stanford,24.0,2022.0,0,0,4,21.0,0.0,8.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,11.5,logos/IND.tif
94,2013,3,BAL,00-0030511,WillBr02,0,Brandon Williams,0,DT,DL,D,Missouri Southern,24.0,2022.0,0,1,8,51.0,0.0,51.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,7.0,logos/BAL.tif
97,2007,3,SF,0,McDoRa99,ray-mcdonald-1,Ray McDonald,0,DE,DL,D,Florida,22.0,2014.0,0,0,5,35.0,0.0,35.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,1.0,19.5,logos/SF.tif
98,2004,4,SD,0,PhilSh20,shaun-phillips-1,Shaun Phillips,0,DE,DL,D,Purdue,23.0,2014.0,0,1,8,54.0,0.0,48.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,7.0,81.5,logos/SD.tif
100,4023,8,MINTB,00-002770100-0030402,GrifEv99SpenAk00,everson-griffen-1akeem-spence-1,Everson GriffenAkeem Spence,0,DEDT,DLDL,DD,USCIllinois,43.0,4043.0,0,4,10,93.0,0.0,79.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,2.0,96.0,logos/MIN.tiflogos/TB.tif
101,2015,4,NE,00-0031566,FlowTr00,trey-flowers-1,Trey Flowers,0,DE,DL,D,Arkansas,22.0,2022.0,0,0,4,34.0,0.0,24.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,31.5,logos/NE.tif
102,2007,4,MIN,00-0025489,RobiBr98,brian-robison-1,Brian Robison,0,DE,DL,D,Texas,24.0,2017.0,0,0,6,46.0,0.0,46.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,60.0,logos/MIN.tif
103,6032,12,TENARIARI,00-002624300-002804100-0030503,HayeWi99AchoSa00OkafAl00,sam-acho-1alex-okafor-1,William HayesSam AchoAlex Okafor,0,DEDEDE,DLDLDL,DDD,Winston-Salem St.TexasTexas,68.0,6058.0,0,0,13,91.0,0.0,41.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.0,5.0,87.0,logos/TEN.tiflogos/ARI.tiflogos/ARI.tif
104,4006,8,CHISF,0,BrowAl20SopoIs20,alex-brown-1,Alex BrownIsaac Sopoaga,0,DEDT,DLDL,DD,FloridaHawaii,46.0,4023.0,0,0,13,97.0,0.0,89.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,504.0,5.0,54.0,logos/CHI.tiflogos/SF.tif
106,2019,4,OAK,00-0034973,CrosMa00,maxx-crosby-1,Maxx Crosby,0,DE,DL,D,Eastern Michigan,22.0,2023.0,0,3,4,47.0,0.0,47.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,52.0,logos/OAK.tif
107,2014,4,OAK,00-0031346,ElliJu01,justin-ellis-1,Justin Ellis,0,DT,DL,D,Louisiana Tech,23.0,2022.0,0,0,3,25.0,0.0,19.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.5,logos/OAK.tif
108,2007,4,MIA,0,SoliPa99,paul-soliai-1,Paul Soliai,0,DT,DL,D,Utah,23.0,2016.0,0,1,6,41.0,0.0,32.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,5.5,logos/MIA.tif
109,2003,4,BAL,0,JohnJa23,0,Jarret Johnson,0,DE,DL,D,Alabama,22.0,2014.0,0,0,9,55.0,0.0,45.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,3.0,25.5,logos/BAL.tif
112,2014,4,TEN,00-0031054,JoneDa04,daquan-jones-1,DaQuan Jones,0,DT,DL,D,Penn St.,22.0,2023.0,0,0,8,52.0,0.0,35.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,14.5,logos/TEN.tif
115,2009,4,DET,0,HillSa99,0,Sammie Lee Hill,0,DT,DL,D,Stillman,22.0,2015.0,0,0,3,21.0,0.0,9.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,7.0,logos/DET.tif
116,4018,8,CHIARI,00-0032131,ScotIa20GuntRo00,ian-scott-1,Ian ScottRodney Gunter,0,DTDT,DLDL,DD,FloridaDelaware St.,44.0,4028.0,0,0,6,40.0,0.0,37.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,1.0,14.0,logos/CHI.tiflogos/ARI.tif
117,2004,4,CIN,0,GeatRo21,robert-geathers-1,Robert Geathers,0,DE,DL,D,Georgia,21.0,2014.0,0,0,7,46.0,0.0,46.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,3.0,34.0,logos/CIN.tif
120,6026,12,CARCINNO,00-002772000-0033051,McKiAl20AtkiGe99OnyeDa00,geno-atkins-1,Alvin McKinleyGeno AtkinsDavid Onyemata,0,DEDTDT,DLDLDL,DDD,Mississippi St.GeorgiaManitoba,67.0,6050.0,2,8,16,150.0,0.0,122.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,1.0,114.0,logos/CAR.tiflogos/CIN.tiflogos/NO.tif
121,2008,4,SEA,0,BryaRe99,red-bryant-1,Red Bryant,0,DT,DL,D,Texas A&M,24.0,2015.0,0,0,4,31.0,0.0,26.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,2.0,4.5,logos/SEA.tif
122,4031,8,BALCIN,00-003157600-0033066,SmitZa00BillAn00,zadarius-smith-1andrew-billings-1,Za'Darius SmithAndrew Billings,0,DENT,DLDL,DD,KentuckyBaylor,43.0,4046.0,0,3,6,78.0,0.0,24.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,0.0,64.5,logos/BAL.tiflogos/CIN.tif
123,4016,8,CINNO,00-002433800-0027723,PekoDo20WoodAl99,domata-peko-1al-woods-2,Domata PekoAl Woods,0,DTDT,DLDL,DD,Michigan St.LSU,44.0,4043.0,0,0,18,102.0,0.0,60.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,0.0,30.0,logos/CIN.tiflogos/NO.tif
124,2006,4,NYG,0,CofiBa20,barry-cofield-1,Barry Cofield,0,DT,DL,D,Northwestern,22.0,2015.0,0,0,8,46.0,0.0,30.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,19.5,logos/NYG.tif
126,8035,16,KCDENHOUTB,00-0030386,AlleJa22DumeEl20CricJa00GholWi00,elvis-dumervil-1jared-crick-1william-gholston-1,Jared AllenElvis DumervilJared CrickWilliam Gholston,0,DEDEDEDE,DLDLDLDL,DDDD,Idaho St.LouisvilleNebraskaMichigan St.,89.0,8071.0,6,10,28,230.0,0.0,131.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1138.0,8.0,269.5,logos/KC.tiflogos/DEN.tiflogos/HOU.tiflogos/TB.tif
127,2006,4,MIN,0,EdwaRa21,ray-edwards-1,Ray Edwards,0,DE,DL,D,Purdue,21.0,2012.0,0,0,5,37.0,0.0,28.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,33.0,logos/MIN.tif
129,2013,4,BAL,00-0030442,SimoJo01,john-simon-2,John Simon,0,DE,DL,D,Ohio St.,22.0,2021.0,0,0,4,34.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,2.0,21.0,logos/BAL.tif
132,4017,8,DALGB,00-0029284,CantCh21DaniMi00,mike-daniels-2,Chris CantyMike Daniels,0,DEDT,DLDL,DD,VirginiaIowa,45.0,4036.0,0,1,15,87.0,0.0,56.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,1.0,52.5,logos/DAL.tiflogos/GB.tif
134,2006,5,BUF,00-0024348,WillKy20,kyle-williams-4,Kyle Williams,0,DT,DL,D,LSU,23.0,2018.0,0,6,11,79.0,0.0,79.0,183.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0,387.0,1.0,48.5,logos/BUF.tif
135,4010,10,ARINO,0,SmitAn22NinkRo20,rob-ninkovich-1,Antonio SmithRob Ninkovich,0,DEDE,DLDL,DD,Oklahoma St.Purdue,44.0,4032.0,0,1,15,107.0,0.0,14.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,5.0,93.5,logos/ARI.tiflogos/NO.tif
137,6043,14,DENATLGB,00-002956800-003158300-0032412,JackMa02JarrGr00LowrDe00,malik-jackson-2grady-jarrett-1dean-lowry-1,Malik JacksonGrady JarrettDean Lowry,0,DTNTDE,DLDLDL,DDD,TennesseeClemsonNorthwestern,66.0,6067.0,0,3,18,133.0,0.0,100.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,1.0,85.0,logos/DEN.tiflogos/ATL.tiflogos/GB.tif
138,2003,5,IND,0,MathRo20,0,Robert Mathis,0,DE,DL,D,Alabama A&M,22.0,2016.0,1,5,9,67.0,0.0,67.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,1.0,123.0,logos/IND.tif
139,4002,10,STLBUF,0,YounBr20BannJu20,brian-young-1justin-bannan-1,Brian YoungJustin Bannan,0,DTDT,DLDL,DD,Texas-El PasoColorado,46.0,4021.0,0,0,10,75.0,0.0,23.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,2.0,29.0,logos/STL.tiflogos/BUF.tif
140,2006,5,SF,0,HaraPa20,parys-haralson-1,Parys Haralson,0,DE,DL,D,Tennessee,22.0,2014.0,0,0,7,38.0,0.0,31.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,28.0,logos/SF.tif
144,2017,4,IND,00-0033952,StewGr00,0,Grover Stewart,0,DT,DL,D,Albany State (GA),23.0,2023.0,0,0,4,31.0,0.0,31.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,9.0,logos/IND.tif
145,2018,5,CHI,00-0034387,NichBi00,0,Bilal Nichols,0,DT,DL,D,Delaware,21.0,2023.0,0,0,4,36.0,0.0,22.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,1.0,14.0,logos/CHI.tif
146,8026,20,SEABALPHIBAL,00-0032415,BernRo20FranAu20ColeTr20JudoMa00,trent-cole-1,Rocky BernardAubrayo FranklinTrent ColeMatt Judon,0,DTDTDEDE,DLDLDLDL,DDDD,Texas A&MTennesseeCincinnatiGrand Valley St.,92.0,8064.0,0,6,25,201.0,0.0,127.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,2.0,194.0,logos/SEA.tiflogos/BAL.tiflogos/PHI.tiflogos/BAL.tif
147,4018,10,OAKSEA,00-0032416,ColeKe20JeffQu00,quinton-jefferson-1,Kenyon ColemanQuinton Jefferson,0,DEDT,DLDL,DD,UCLAMaryland,46.0,4035.0,0,0,8,66.0,0.0,12.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,0.0,40.0,logos/OAK.tiflogos/SEA.tif
149,2000,5,GB,0,GbajKa20,0,Kabeer Gbaja-Biamila,0,DE,DL,D,San Diego St.,22.0,2008.0,0,1,5,43.0,0.0,43.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,1.0,74.5,logos/GB.tif
152,6031,15,TENMINWAS,0,JohnAn03GuioLe99IoanMa01,antonio-johnson-3letroy-guion-1matt-ioannidis-1,Antonio JohnsonLetroy GuionMatthew Ioannidis,0,DTDTDT,DLDLDL,DDD,Mississippi St.Florida St.Temple,65.0,6051.0,0,0,10,74.0,0.0,35.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,38.5,logos/TEN.tiflogos/MIN.tiflogos/WAS.tif
154,2015,5,NO,00-0031947,DaviTy01,tyeler-davison-1,Tyeler Davison,0,DT,DL,D,Fresno St.,23.0,2022.0,0,0,6,31.0,0.0,16.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,5.0,logos/NO.tif
156,2002,5,GB,0,KampAa99,aaron-kampman-1,Aaron Kampman,0,DE,DL,D,Iowa,22.0,2011.0,0,2,7,55.0,0.0,54.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0,58.0,logos/GB.tif
158,2012,5,OAK,00-0029627,CrawJa00,jack-crawford-1,Jack Crawford,0,DE,DL,D,Penn St.,24.0,2020.0,0,0,3,18.0,0.0,1.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,1.0,18.0,logos/OAK.tif
165,2011,5,BAL,00-0028103,McPhPe00,pernell-mcphee-1,Pernell McPhee,0,DE,DL,D,Mississippi St.,22.0,2021.0,0,0,3,28.0,0.0,18.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,38.0,logos/BAL.tif
166,2016,5,HOU,00-0032424,ReadD.00,dj-reader-1,D.J. Reader,0,NT,DL,D,Clemson,22.0,2023.0,0,0,4,39.0,0.0,21.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,9.5,logos/HOU.tif
167,2008,6,DAL,00-0026307,WaldEr99,0,Erik Walden,0,DE,DL,D,Middle Tenn. St.,23.0,2017.0,0,0,6,37.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,2.0,35.0,logos/DAL.tif
174,2014,5,NYG,00-0031241,KennDe00,devon-kennard-1,Devon Kennard,0,DE,DL,D,USC,23.0,2022.0,0,0,5,33.0,0.0,13.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,1.0,26.5,logos/NYG.tif
175,2010,6,CAR,0,HardGr99,greg-hardy-2,Greg Hardy,0,DE,DL,D,Mississippi,22.0,2015.0,0,1,4,33.0,0.0,27.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,1.0,40.0,logos/CAR.tif
178,2017,5,MIA,00-0033860,GodcDa00,davon-gaudchaux-1,Davon Godchaux,0,DT,DL,D,LSU,22.0,2023.0,0,0,4,40.0,0.0,13.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,5.5,logos/MIA.tif
179,2004,6,GB,0,WillCo21,0,Corey Williams,0,DT,DL,D,Arkansas St.,24.0,2012.0,0,0,5,33.0,0.0,11.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2.0,27.5,logos/GB.tif
181,2008,6,CAR,0,HaydNi99,nick-hayden-1,Nick Hayden,0,DT,DL,D,Wisconsin,22.0,2015.0,0,0,4,25.0,0.0,7.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,2.0,logos/CAR.tif
183,2006,6,GB,0,JollJo20,johnny-jolly-1,Johnny Jolly,0,DT,DL,D,Texas A&M,23.0,2013.0,0,0,3,21.0,0.0,21.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,1.0,3.0,logos/GB.tif
189,2005,6,CAR,0,HayeJo20,jovan-haye-1,Jovan Haye,0,DE,DL,D,Vanderbilt,23.0,2011.0,0,0,3,25.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,6.5,logos/CAR.tif
190,2008,6,CLE,00-0026330,RubiAh99,ahtyba-rubin-1,Ahtyba Rubin,0,DT,DL,D,Iowa St.,22.0,2017.0,0,0,7,47.0,0.0,32.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,2.0,15.0,logos/CLE.tif
191,2006,6,NE,0,MincJe99,jeremy-mincey-1,Jeremy Mincey,0,DE,DL,D,Florida,22.0,2015.0,0,0,4,29.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,1.0,26.0,logos/NE.tif
196,2006,6,WAS,0,GolsKe20,kedric-golston-1,Kedric Golston,0,DT,DL,D,Georgia,23.0,2016.0,0,0,4,27.0,0.0,27.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,7.0,logos/WAS.tif
197,2000,6,TEN,0,SmitRo21,robaire-smith-1,Robaire Smith,0,DE,DL,D,Michigan St.,22.0,2010.0,0,0,6,39.0,0.0,14.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,21.0,logos/TEN.tif
198,2017,6,SF,00-0033297,JoneD.01,dj-jones-4,D.J. Jones,0,DT,DL,D,Mississippi,22.0,2023.0,0,0,4,34.0,0.0,22.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,11.0,logos/SF.tif
211,2011,7,SF,00-0028149,MillBr02,bruce-miller-1,Bruce Miller,0,DE,DL,D,Central Florida,24.0,2020.0,0,0,5,7.0,0.0,7.0,85.0,0.0,0.0,0.0,0.0,0.0,28.0,62.0,1.0,77.0,736.0,3.0,27.0,0.0,0.0,logos/SF.tif
216,2005,7,MIA,0,VickKe99,0,Kevin Vickerson,0,DT,DL,D,Michigan St.,22.0,2014.0,0,0,3,21.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,1.0,6.5,logos/MIA.tif
217,2015,6,KC,00-0031957,NuneRa00,rakeem-nunez-roches-1,Rakeem Nunez-Roches,0,DT,DL,D,Southern Miss,22.0,2023.0,0,0,3,24.0,0.0,8.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,4.0,logos/KC.tif
220,2014,7,MIN,00-0031242,StepSh00,shamar-stephen-1,Shamar Stephen,0,DT,DL,D,Connecticut,23.0,2021.0,0,0,4,32.0,0.0,25.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,4.5,logos/MIN.tif
224,2005,7,DAL,0,RatlJa20,jay-ratliff-1,Jay Ratliff,0,DE,DL,D,Auburn,24.0,2015.0,1,4,7,55.0,0.0,51.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,35.0,logos/DAL.tif
225,2012,7,SEA,00-0029146,SweeJ.00,jr-sweezy-1,J.R. Sweezy,0,DT,DL,D,North Carolina St.,23.0,2020.0,0,0,7,47.0,0.0,32.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,logos/SEA.tif
233,2011,7,GB,00-0028171,GuyxLa00,lawrence-guy-1,Lawrence Guy,0,DT,DL,D,Arizona St.,21.0,2023.0,0,0,6,62.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,1.0,17.0,logos/GB.tif
235,2014,7,OAK,00-0031270,HarrSh00,0,Shelby Harris,0,DE,DL,D,Illinois St.,23.0,2023.0,0,0,4,36.0,0.0,1.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,1.0,26.0,logos/OAK.tif
238,2002,7,PHI,0,BrocRa20,raheem-brock-1,Raheem Brock,0,DE,DL,D,Temple,24.0,2011.0,0,0,6,43.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,0.0,40.5,logos/PHI.tif
241,2000,7,JAX,0,MeieRo20,0,Rob Meier,0,DE,DL,D,Washington St.,23.0,2008.0,0,0,3,30.0,0.0,30.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,21.5,logos/JAX.tif
242,2002,7,PIT,0,KeisBr20,0,Brett Keisel,0,DE,DL,D,BYU,23.0,2014.0,0,1,8,58.0,0.0,58.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,2.0,30.0,logos/PIT.tif
244,2009,7,SF,00-0026502,JeanRi99,ricky-jean-francois-1,Ricky Jean-Francois,0,DT,DL,D,LSU,22.0,2018.0,0,0,4,23.0,0.0,5.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,14.0,logos/SF.tif
