season,round,pick,Team Abbr,gsis_id,pfr_player_id,cfb_player_id,pfr_player_name,hof,position,category,side,college,age,to,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks
2012,2,36,DEN,00-0029586,WolfDe00,derek-wolfe-1,Derek Wolfe,False,DT,DL,D,Cincinnati,22.0,2020.0,0,0,9,48.0,,45.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,1.0,34.0
2012,2,49,SD,00-0029256,ReyeKe00,kendall-reyes-1,Kendall Reyes,False,DT,DL,D,Connecticut,22.0,2016.0,0,0,3,22.0,,22.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,14.5
2012,3,81,DAL,00-0029641,CrawTy00,tyrone-crawford-1,Tyrone Crawford,False,DE,DL,D,Boise St.,22.0,2020.0,0,0,5,34.0,,34.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,25.0
2012,3,89,NO,00-0029657,HickAk00,,Akiem Hicks,False,DE,DL,D,Regina,22.0,2022.0,0,1,7,55.0,,13.0,149.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,263.0,,41.5
2012,4,126,HOU,,CricJa00,jared-crick-1,Jared Crick,False,DE,DL,D,Nebraska,23.0,2016.0,0,0,3,28.0,,21.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,,8.5
2012,4,132,GB,00-0029284,DaniMi00,mike-daniels-2,Mike Daniels,False,DT,DL,D,Iowa,23.0,2021.0,0,1,6,41.0,,36.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,1.0,30.0
2012,5,137,DEN,00-0029568,JackMa02,malik-jackson-2,Malik Jackson,False,DT,DL,D,Tennessee,22.0,2021.0,0,1,5,45.0,,14.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,,35.5
2012,5,158,OAK,00-0029627,CrawJa00,jack-crawford-1,Jack Crawford,False,DE,DL,D,Penn St.,24.0,2020.0,0,0,3,18.0,,1.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,1.0,18.0
2012,7,225,SEA,00-0029146,SweeJ.00,jr-sweezy-1,J.R. Sweezy,False,DT,DL,D,North Carolina St.,23.0,2020.0,0,0,7,47.0,,32.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013,1,5,DET,00-0030059,AnsaEz00,ezekiel-ansah-1,Ezekiel Ansah,False,DE,DL,D,BYU,24.0,2020.0,0,1,5,39.0,,37.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,,50.5
2013,1,13,NYJ,00-0030573,RichSh00,sheldon-richardson-1,Sheldon Richardson,False,DT,DL,D,Missouri,22.0,2021.0,0,1,8,61.0,,32.0,138.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,297.0,1.0,33.5
2013,1,14,CAR,00-0030455,LotuSt00,star-lotulelei-1,Star Lotulelei,False,DT,DL,D,Utah,23.0,2021.0,0,0,7,48.0,,28.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,1.0,16.5
2013,1,28,DEN,00-0030577,WillSy00,sylvester-williams-1,Sylvester Williams,False,DT,DL,D,North Carolina,24.0,2020.0,0,0,4,29.0,,22.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,,5.5
2013,2,44,CAR,00-0030448,ShorKa00,kawann-short-1,Kawann Short,False,DT,DL,D,Purdue,24.0,2020.0,0,2,5,41.0,,41.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,,32.5
2013,2,49,NYG,00-0030063,HankJo00,johnathan-hankins-1,Johnathan Hankins,False,DT,DL,D,Ohio St.,21.0,2023.0,0,0,8,48.0,,17.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,,17.5
2013,3,67,PHI,00-0030507,LogaBe00,bennie-logan-1,Bennie Logan,False,DT,DL,D,LSU,23.0,2018.0,0,0,5,28.0,,22.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,,7.0
2013,3,94,BAL,00-0030511,WillBr02,,Brandon Williams,False,DT,DL,D,Missouri Southern,24.0,2022.0,0,1,8,51.0,,51.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,,7.0
2013,4,100,TB,00-0030402,SpenAk00,akeem-spence-1,Akeem Spence,False,DT,DL,D,Illinois,21.0,2022.0,0,0,4,27.0,,14.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,,10.5
2013,4,103,ARI,00-0030503,OkafAl00,alex-okafor-1,Alex Okafor,False,DE,DL,D,Texas,22.0,2021.0,0,0,5,29.0,,14.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,1.0,31.5
2013,4,126,TB,00-0030386,GholWi00,william-gholston-1,William Gholston,False,DE,DL,D,Michigan St.,22.0,2023.0,0,0,7,38.0,,38.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,1.0,19.5
2013,4,129,BAL,00-0030442,SimoJo01,john-simon-2,John Simon,False,DE,DL,D,Ohio St.,22.0,2021.0,0,0,4,34.0,,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,2.0,21.0
2014,1,1,HOU,00-0031364,ClowJa00,jadeveon-clowney-1,Jadeveon Clowney,False,DE,DL,D,South Carolina,21.0,2023.0,0,3,8,59.0,,38.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,1.0,52.5
2014,1,13,STL,00-0031388,DonaAa00,aaron-donald-1,Aaron Donald,False,DT,DL,D,Pittsburgh,23.0,2023.0,8,10,9,124.0,,124.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,,111.0
2014,2,34,DAL,00-0031411,LawrDe00,demarcus-lawrence-1,DeMarcus Lawrence,False,DE,DL,D,Boise St.,22.0,2023.0,0,4,6,67.0,,67.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,2.0,58.5
2014,2,46,PIT,00-0031412,TuitSt00,stephon-tuitt-1,Stephon Tuitt,False,DE,DL,D,Notre Dame,21.0,2020.0,0,0,6,38.0,,38.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,1.0,34.5
2014,2,48,BAL,00-0031170,JernTi00,timmy-jernigan-1,Timmy Jernigan,False,DT,DL,D,Florida St.,21.0,2020.0,0,0,4,25.0,,14.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,17.5
2014,4,107,OAK,00-0031346,ElliJu01,justin-ellis-1,Justin Ellis,False,DT,DL,D,Louisiana Tech,23.0,2022.0,0,0,3,25.0,,19.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,1.5
2014,4,112,TEN,00-0031054,JoneDa04,daquan-jones-1,DaQuan Jones,False,DT,DL,D,Penn St.,22.0,2023.0,0,0,8,52.0,,35.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,,14.5
2014,5,174,NYG,00-0031241,KennDe00,devon-kennard-1,Devon Kennard,False,DE,DL,D,USC,23.0,2022.0,0,0,5,33.0,,13.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,1.0,26.5
2014,7,220,MIN,00-0031242,StepSh00,shamar-stephen-1,Shamar Stephen,False,DT,DL,D,Connecticut,23.0,2021.0,0,0,4,32.0,,25.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,,4.5
2014,7,235,OAK,00-0031270,HarrSh00,,Shelby Harris,False,DE,DL,D,Illinois St.,23.0,2023.0,0,0,4,36.0,,1.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,1.0,26.0
2015,1,6,NYJ,00-0031933,WillLe02,leonard-williams-1,Leonard Williams,False,DE,DL,D,USC,21.0,2023.0,0,1,7,56.0,,30.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,1.0,43.5
2015,1,12,CLE,00-0032143,ShelDa01,danny-shelton-1,Danny Shelton,False,NT,DL,D,Washington,22.0,2022.0,0,0,5,33.0,,15.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,,6.0
2015,1,17,SF,00-0032164,ArmsAr01,arik-armstead-1,Arik Armstead,False,DT,DL,D,Oregon,21.0,2023.0,0,0,5,41.0,,41.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,,33.5
2015,1,32,NE,00-0032261,BrowMa01,malcom-brown-1,Malcom Brown,False,DT,DL,D,Texas,21.0,2021.0,0,0,6,43.0,,27.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,,13.5
2015,2,38,WAS,00-0031935,SmitPr00,preston-smith-2,Preston Smith,False,DE,DL,D,Mississippi St.,22.0,2023.0,0,0,7,53.0,,22.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,5.0,66.0
2015,2,39,CHI,00-0031551,GoldEd00,eddie-goldman-1,Eddie Goldman,False,DT,DL,D,Florida St.,21.0,2021.0,0,0,4,32.0,,32.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,,13.0
2015,2,52,MIA,00-0031557,PhilJo01,jordan-phillips-1,Jordan Phillips,False,NT,DL,D,Oklahoma,22.0,2023.0,0,0,4,31.0,,9.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,1.0,24.0
2015,2,58,ARI,00-0032127,GoldMa00,markus-golden-1,Markus Golden,False,DE,DL,D,Missouri,24.0,2023.0,0,0,4,33.0,,23.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,1.0,51.0
2015,2,63,SEA,00-0032210,ClarFr01,frank-clark-1,Frank Clark,False,DE,DL,D,Michigan,22.0,2023.0,0,3,6,49.0,,20.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,2.0,58.5
2015,3,88,MIN,00-0031565,HuntDa01,danielle-hunter-1,Danielle Hunter,False,DE,DL,D,LSU,20.0,2023.0,0,4,4,62.0,,62.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,,87.5
2015,3,93,IND,00-0032269,AndeHe00,henry-anderson-1,Henry Anderson,False,DE,DL,D,Stanford,24.0,2022.0,0,0,4,21.0,,8.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,,11.5
2015,4,101,NE,00-0031566,FlowTr00,trey-flowers-1,Trey Flowers,False,DE,DL,D,Arkansas,22.0,2022.0,0,0,4,34.0,,24.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,,31.5
2015,4,116,ARI,00-0032131,GuntRo00,,Rodney Gunter,False,DT,DL,D,Delaware St.,23.0,2019.0,0,0,3,18.0,,18.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,,11.0
2015,4,122,BAL,00-0031576,SmitZa00,zadarius-smith-1,Za'Darius Smith,False,DE,DL,D,Kentucky,22.0,2023.0,0,3,3,52.0,,10.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,,60.0
2015,5,137,ATL,00-0031583,JarrGr00,grady-jarrett-1,Grady Jarrett,False,NT,DL,D,Clemson,22.0,2023.0,0,2,7,51.0,,51.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,,34.0
2015,5,154,NO,00-0031947,DaviTy01,tyeler-davison-1,Tyeler Davison,False,DT,DL,D,Fresno St.,23.0,2022.0,0,0,6,31.0,,16.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,,5.0
2015,6,217,KC,00-0031957,NuneRa00,rakeem-nunez-roches-1,Rakeem Nunez-Roches,False,DT,DL,D,Southern Miss,22.0,2023.0,0,0,3,24.0,,8.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,,4.0
2016,1,3,SD,00-0033156,BosaJo00,joey-bosa-1,Joey Bosa,False,DE,DL,D,Ohio St.,21.0,2023.0,0,4,6,51.0,,51.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,,67.0
2016,1,7,SF,00-0032378,BuckDe00,deforest-buckner-1,DeForest Buckner,False,DE,DL,D,Oregon,22.0,2023.0,1,3,7,70.0,,34.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,,61.0
2016,1,12,NO,00-0032759,RankSh00,sheldon-rankins-1,Sheldon Rankins,False,DT,DL,D,Louisville,22.0,2023.0,0,0,3,31.0,,16.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,1.0,29.5
2016,1,27,GB,00-0033120,ClarKe01,kenneth-clark-1,Kenny Clark,False,DT,DL,D,UCLA,20.0,2023.0,0,3,6,54.0,,54.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,,34.0
2016,2,32,CLE,00-0033073,OgbaEm00,emmanuel-ogbah-1,Emmanuel Ogbah,False,DE,DL,D,Oklahoma St.,22.0,2023.0,0,0,5,34.0,,15.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,1.0,42.5
2016,2,37,KC,00-0032762,JoneCh09,chris-jones-8,Chris Jones,False,DT,DL,D,Mississippi St.,22.0,2023.0,2,5,7,77.0,,77.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,2.0,75.5
2016,2,46,DET,00-0032889,RobiAS00,ashawn-robinson-1,A'Shawn Robinson,False,DT,DL,D,Alabama,21.0,2023.0,0,0,4,32.0,,17.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,1.0,7.0
2016,2,49,SEA,00-0032387,ReedJa02,jarran-reed-1,Jarran Reed,False,DT,DL,D,Alabama,23.0,2023.0,0,0,6,43.0,,32.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,,34.0
2016,2,63,DEN,00-0033064,GotsAd00,adam-gotsis-1,Adam Gotsis,False,DT,DL,D,Georgia Tech,23.0,2023.0,0,0,3,27.0,,15.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,,10.5
2016,3,67,DAL,00-0033131,CollMa00,maliek-collins-1,Maliek Collins,False,DT,DL,D,Nebraska,21.0,2023.0,0,0,7,44.0,,24.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,1.0,25.5
2016,3,69,JAX,00-0033123,NgakYa00,yannick-ngakoue-1,Yannick Ngakoue,False,DE,DL,D,Maryland,21.0,2023.0,0,1,7,50.0,,32.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,2.0,69.0
2016,3,89,PIT,00-0033109,HargJa00,,Javon Hargrave,False,DT,DL,D,South Carolina St.,23.0,2023.0,0,2,7,52.0,,22.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,,44.5
2016,4,120,NO,00-0033051,OnyeDa00,,David Onyemata,False,DT,DL,D,Manitoba,23.0,2023.0,0,0,4,39.0,,32.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,1.0,27.0
2016,4,122,CIN,00-0033066,BillAn00,andrew-billings-1,Andrew Billings,False,NT,DL,D,Baylor,21.0,2023.0,0,0,3,26.0,,14.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,,4.5
2016,4,137,GB,00-0032412,LowrDe00,dean-lowry-1,Dean Lowry,False,DE,DL,D,Northwestern,22.0,2023.0,0,0,6,37.0,,35.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,1.0,15.5
2016,5,146,BAL,00-0032415,JudoMa00,,Matt Judon,False,DE,DL,D,Grand Valley St.,24.0,2023.0,0,4,6,56.0,,29.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,,66.5
2016,5,147,SEA,00-0032416,JeffQu00,quinton-jefferson-1,Quinton Jefferson,False,DT,DL,D,Maryland,23.0,2023.0,0,0,3,28.0,,12.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,,26.5
2016,5,152,WAS,,IoanMa01,matt-ioannidis-1,Matthew Ioannidis,False,DT,DL,D,Temple,22.0,2022.0,0,0,3,25.0,,19.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,,25.5
2016,5,166,HOU,00-0032424,ReadD.00,dj-reader-1,D.J. Reader,False,NT,DL,D,Clemson,22.0,2023.0,0,0,4,39.0,,21.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,,9.5
2017,1,1,CLE,00-0033868,GarrMy00,myles-garrett-1,Myles Garrett,False,DE,DL,D,Texas A&M,21.0,2023.0,3,5,6,79.0,,79.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,,88.5
2017,1,14,PHI,00-0033876,BarnDe01,derek-barnett-2,Derek Barnett,False,DE,DL,D,Tennessee,21.0,2023.0,0,0,3,24.0,,22.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,,24.0
2017,1,17,WAS,00-0033523,AlleJo01,jonathan-allen-1,Jonathan Allen,False,DE,DL,D,Alabama,22.0,2023.0,0,2,5,48.0,,48.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,1.0,39.0
2017,2,55,NYG,00-0033546,TomlDa00,dalvin-tomlinson-1,Dalvin Tomlinson,False,DT,DL,D,Alabama,23.0,2023.0,0,0,6,41.0,,24.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,,16.0
2017,3,65,CLE,00-0033905,OgunLa00,larry-ogunjobi-1,Larry Ogunjobi,False,DT,DL,D,Charlotte,23.0,2023.0,0,0,5,40.0,,20.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,,26.0
2017,3,74,BAL,00-0033913,WormCh00,chris-wormley-1,Chris Wormley,False,DE,DL,D,Michigan,23.0,2023.0,0,0,3,17.0,,8.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,,11.0
2017,4,144,IND,00-0033952,StewGr00,,Grover Stewart,False,DT,DL,D,Albany State (GA),23.0,2023.0,0,0,4,31.0,,31.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,,9.0
2017,5,178,MIA,00-0033860,GodcDa00,davon-gaudchaux-1,Davon Godchaux,False,DT,DL,D,LSU,22.0,2023.0,0,0,4,40.0,,13.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,,5.5
2017,6,198,SF,00-0033297,JoneD.01,dj-jones-4,D.J. Jones,False,DT,DL,D,Mississippi,22.0,2023.0,0,0,4,34.0,,22.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,,11.0
2018,1,12,TB,00-0034773,VeaxVi00,vita-vea-1,Vita Vea,False,DT,DL,D,Washington,23.0,2023.0,0,1,3,36.0,,36.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,111.0,,23.5
2018,1,13,WAS,00-0034333,PaynDa00,daron-payne-1,Daron Payne,False,DT,DL,D,Alabama,21.0,2023.0,0,1,5,44.0,,44.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,1.0,30.0
2018,1,29,JAX,00-0034842,BryaTa00,taven-bryan-1,Taven Bryan,False,DT,DL,D,Florida,22.0,2023.0,0,0,3,19.0,,10.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,,10.5
2018,3,66,NYG,00-0034360,CartLo01,lorenzo-carter-1,Lorenzo Carter,False,DE,DL,D,Georgia,22.0,2023.0,0,0,4,27.0,,17.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,2.0,21.5
2018,3,69,NYG,00-0034800,HillB.00,bj-hill-3,B.J. Hill,False,DT,DL,D,North Carolina St.,23.0,2023.0,0,0,3,27.0,,8.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,2.0,20.5
2018,3,75,KC,00-0034818,NnadDe00,derrick-nnadi-1,Derrick Nnadi,False,DT,DL,D,Florida St.,22.0,2023.0,0,0,4,33.0,,33.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,1.0,5.0
2018,3,77,CIN,00-0034834,HubbSa00,sam-hubbard-1,Sam Hubbard,False,DE,DL,D,Ohio St.,23.0,2023.0,0,0,4,35.0,,35.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,,36.5
2018,3,84,LAC,00-0034677,JoneJu03,justin-jones-4,Justin Jones,False,DT,DL,D,North Carolina St.,22.0,2023.0,0,0,4,29.0,,14.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,12.0
2018,5,145,CHI,00-0034387,NichBi00,,Bilal Nichols,False,DT,DL,D,Delaware,21.0,2023.0,0,0,4,36.0,,22.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,1.0,14.0
2019,1,2,SF,00-0035717,BosaNi00,nick-bosa-1,Nick Bosa,False,DE,DL,D,Ohio St.,21.0,2023.0,1,4,3,50.0,,50.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1.0,53.5
2019,1,3,NYJ,00-0035718,WillQu00,quinnen-williams-1,Quinnen Williams,False,DT,DL,D,Alabama,21.0,2023.0,1,2,4,43.0,,43.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,1.0,33.0
2019,1,9,BUF,00-0035230,OlivEd00,ed-oliver-2,Ed Oliver,False,DT,DL,D,Houston,21.0,2023.0,0,0,3,37.0,,37.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,1.0,24.0
2019,1,13,MIA,00-0035231,WilkCh00,christian-wilkins-1,Christian Wilkins,False,DT,DL,D,Clemson,23.0,2023.0,0,0,4,34.0,,34.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,204.0,1.0,20.5
2019,1,16,CAR,00-0035713,BurnBr00,brian-burns-2,Brian Burns,False,DE,DL,D,Florida St.,21.0,2023.0,0,2,3,36.0,,36.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,,46.0
2019,1,17,NYG,00-0035683,LawrDe03,dexter-lawrence-1,Dexter Lawrence,False,DT,DL,D,Clemson,21.0,2023.0,0,2,3,44.0,,44.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,,21.0
2019,1,19,TEN,00-0035643,SimmJe01,jeffery-simmons-1,Jeffery Simmons,False,DT,DL,D,Mississippi St.,22.0,2023.0,0,2,4,42.0,,42.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,139.0,,26.5
2019,1,26,WAS,00-0035647,SweaMo00,montez-sweat-1,Montez Sweat,False,DE,DL,D,Mississippi St.,23.0,2023.0,0,1,3,36.0,,29.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,1.0,41.5
2019,3,65,ARI,00-0035248,AlleZa01,zach-allen-5,Zach Allen,False,DE,DL,D,Boston Col.,22.0,2023.0,0,0,3,21.0,,16.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,1.0,16.5
2019,4,106,OAK,00-0034973,CrosMa00,maxx-crosby-1,Maxx Crosby,False,DE,DL,D,Eastern Michigan,22.0,2023.0,0,3,4,47.0,,47.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,,52.0
2020,1,7,CAR,00-0036220,BrowDe05,derrick-brown-6,Derrick Brown,False,DT,DL,D,Auburn,22.0,2023.0,0,1,3,28.0,,28.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,2.0,8.0
2020,2,56,MIA,00-0036213,DaviRa03,raekwon-davis-1,Raekwon Davis,False,DT,DL,D,Alabama,23.0,2023.0,0,0,3,22.0,,22.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,,2.0
