season,round,pick,Team Abbr,gsis_id,pfr_player_id,cfb_player_id,pfr_player_name,hof,position,category,side,college,age,to,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks
2006,1,20,KC,,HaliTa20,tamba-hali-1,Tamba Hali,False,DE,DL,D,Penn St.,22.0,2017.0,0,5,10,75.0,,75.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,2.0,89.5
2006,1,22,SF,,LawsMa20,manny-lawson-1,Manny Lawson,False,DE,DL,D,North Carolina St.,22.0,2015.0,0,0,7,47.0,,23.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,4.0,24.5
2006,1,32,NYG,,KiwaMa20,mathias-kiwanuka-1,Mathias Kiwanuka,False,DE,DL,D,Boston Col.,23.0,2014.0,0,0,5,37.0,,37.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,3.0,38.5
2006,3,71,PHI,,GocoCh99,,Chris Gocong,False,DE,DL,D,Cal Poly-San Luis Obispo,22.0,2011.0,0,0,5,29.0,,15.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,,9.5
2006,3,91,CIN,00-0024306,RuckFr99,frostee-rucker-1,Frostee Rucker,False,DE,DL,D,USC,22.0,2018.0,0,0,5,39.0,,10.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,21.5
2006,3,92,DAL,,HatcJa20,,Jason Hatcher,False,DE,DL,D,Grambling St.,24.0,2015.0,0,1,5,34.0,,23.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,1.0,34.5
2006,4,123,CIN,00-0024338,PekoDo20,domata-peko-1,Domata Peko,False,DT,DL,D,Michigan St.,21.0,2020.0,0,0,12,68.0,,60.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,,20.0
2006,4,124,NYG,,CofiBa20,barry-cofield-1,Barry Cofield,False,DT,DL,D,Northwestern,22.0,2015.0,0,0,8,46.0,,30.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,,19.5
2006,4,126,DEN,,DumeEl20,elvis-dumervil-1,Elvis Dumervil,False,DE,DL,D,Louisville,22.0,2017.0,2,5,6,63.0,,41.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,1.0,105.5
2006,4,127,MIN,,EdwaRa21,ray-edwards-1,Ray Edwards,False,DE,DL,D,Purdue,21.0,2012.0,0,0,5,37.0,,28.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,,33.0
2006,5,134,BUF,00-0024348,WillKy20,kyle-williams-4,Kyle Williams,False,DT,DL,D,LSU,23.0,2018.0,0,6,11,79.0,,79.0,183.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0,387.0,1.0,48.5
2006,5,135,NO,,NinkRo20,rob-ninkovich-1,Rob Ninkovich,False,DE,DL,D,Purdue,22.0,2016.0,0,0,7,51.0,,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,5.0,46.0
2006,5,140,SF,,HaraPa20,parys-haralson-1,Parys Haralson,False,DE,DL,D,Tennessee,22.0,2014.0,0,0,7,38.0,,31.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,,28.0
2006,6,183,GB,,JollJo20,johnny-jolly-1,Johnny Jolly,False,DT,DL,D,Texas A&M,23.0,2013.0,0,0,3,21.0,,21.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,1.0,3.0
2006,6,191,NE,,MincJe99,jeremy-mincey-1,Jeremy Mincey,False,DE,DL,D,Florida,22.0,2015.0,0,0,4,29.0,,,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,1.0,26.0
2006,6,196,WAS,,GolsKe20,kedric-golston-1,Kedric Golston,False,DT,DL,D,Georgia,23.0,2016.0,0,0,4,27.0,,27.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,,7.0
2007,1,8,ATL,,AndeJa98,jamaal-anderson-1,Jamaal Anderson,False,DE,DL,D,Arkansas,21.0,2012.0,0,0,3,20.0,,19.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,,7.5
2007,1,10,HOU,,OkoyAm99,amobi-okoye-1,Amobi Okoye,False,DT,DL,D,Louisville,20.0,2012.0,0,0,4,24.0,,21.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,,16.0
2007,1,13,STL,,CarrAd99,adam-carriker-1,Adam Carriker,False,DE,DL,D,Nebraska,23.0,2012.0,0,0,3,22.0,,9.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,,9.0
2007,1,26,DAL,,SpenAn99,anthony-spencer-1,Anthony Spencer,False,DE,DL,D,Purdue,23.0,2014.0,0,1,4,34.0,,34.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,1.0,33.0
2007,2,33,ARI,,BranAl99,alan-branch-1,Alan Branch,False,DT,DL,D,Michigan,22.0,2017.0,0,0,6,42.0,,4.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,,10.5
2007,2,46,PIT,,WoodLa99,lamarr-woodley-1,LaMarr Woodley,False,DE,DL,D,Michigan,22.0,2015.0,0,1,7,54.0,,50.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,5.0,58.0
2007,3,83,CAR,,JohnCh98,charles-johnson-1,Charles Johnson,False,DE,DL,D,Georgia,21.0,2017.0,0,0,8,47.0,,47.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,,67.5
2007,3,85,SEA,00-0025472,MebaBr99,brandon-mebane-1,Brandon Mebane,False,DT,DL,D,California,22.0,2019.0,0,0,13,63.0,,50.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,1.0,18.5
2007,3,97,SF,,McDoRa99,ray-mcdonald-1,Ray McDonald,False,DE,DL,D,Florida,22.0,2014.0,0,0,5,35.0,,35.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,1.0,19.5
2007,4,102,MIN,00-0025489,RobiBr98,brian-robison-1,Brian Robison,False,DE,DL,D,Texas,24.0,2017.0,0,0,6,46.0,,46.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,,60.0
2007,4,108,MIA,,SoliPa99,paul-soliai-1,Paul Soliai,False,DT,DL,D,Utah,23.0,2016.0,0,1,6,41.0,,32.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,,5.5
2007,5,152,TEN,,JohnAn03,antonio-johnson-3,Antonio Johnson,False,DT,DL,D,Mississippi St.,22.0,2013.0,0,0,3,21.0,,3.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,,4.5
2008,1,2,STL,00-0026142,LongCh99,chris-long-1,Chris Long,False,DE,DL,D,Virginia,23.0,2018.0,0,0,6,48.0,,40.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,,70.0
2008,1,5,KC,,DorsGl99,glenn-dorsey-1,Glenn Dorsey,False,DT,DL,D,LSU,23.0,2016.0,0,0,7,37.0,,26.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,,7.0
2008,1,7,NO,,ElliSe99,sedrick-ellis-1,Sedrick Ellis,False,DT,DL,D,USC,23.0,2012.0,0,0,5,26.0,,26.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,,12.5
2008,2,50,ARI,00-0026190,CampCa99,calais-campbell-1,Calais Campbell,False,DE,DL,D,Miami (FL),22.0,2023.0,1,6,14,109.0,,60.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0,3.0,105.5
2008,2,54,TEN,,JoneJa99,jason-jones-1,Jason Jones,False,DE,DL,D,Eastern Michigan,22.0,2016.0,0,0,4,32.0,,14.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,,31.5
2008,3,66,MIA,00-0026206,LangKe98,,Kendall Langford,False,DE,DL,D,Hampton,22.0,2017.0,0,0,8,43.0,,21.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,,22.5
2008,3,77,CIN,,SimsPa99,pat-sims-1,Pat Sims,False,DT,DL,D,Auburn,22.0,2017.0,0,0,3,27.0,,19.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,1.0,9.0
2008,4,103,TEN,00-0026243,HayeWi99,,William Hayes,False,DE,DL,D,Winston-Salem St.,23.0,2018.0,0,0,4,32.0,,8.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,1.0,37.5
2008,4,121,SEA,,BryaRe99,red-bryant-1,Red Bryant,False,DT,DL,D,Texas A&M,24.0,2015.0,0,0,4,31.0,,26.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,2.0,4.5
2008,5,152,MIN,,GuioLe99,letroy-guion-1,Letroy Guion,False,DT,DL,D,Florida St.,21.0,2016.0,0,0,4,28.0,,13.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,,8.5
2008,6,167,DAL,00-0026307,WaldEr99,,Erik Walden,False,DE,DL,D,Middle Tenn. St.,23.0,2017.0,0,0,6,37.0,,,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,2.0,35.0
2008,6,181,CAR,,HaydNi99,nick-hayden-1,Nick Hayden,False,DT,DL,D,Wisconsin,22.0,2015.0,0,0,4,25.0,,7.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,,2.0
2008,6,190,CLE,00-0026330,RubiAh99,ahtyba-rubin-1,Ahtyba Rubin,False,DT,DL,D,Iowa St.,22.0,2017.0,0,0,7,47.0,,32.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,2.0,15.0
2009,1,3,KC,,JackTy98,tyson-jackson-1,Tyson Jackson,False,DE,DL,D,LSU,23.0,2016.0,0,0,7,34.0,,23.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,,9.0
2009,1,9,GB,,RajiBJ99,bj-raji-1,B.J. Raji,False,DT,DL,D,Boston Col.,23.0,2015.0,0,1,5,33.0,,33.0,91.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,103.0,,11.0
2009,1,18,DEN,,AyerRo99,robert-ayers-1,Robert Ayers,False,DE,DL,D,Tennessee,24.0,2017.0,0,0,5,27.0,,13.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,,34.5
2009,1,32,PIT,00-0027008,HoodEv99,evander-hood-1,Evander Hood,False,DE,DL,D,Missouri,22.0,2018.0,0,0,5,38.0,,27.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,,14.0
2009,2,46,HOU,00-0027022,BarwCo99,connor-barwin-1,Connor Barwin,False,DE,DL,D,Cincinnati,22.0,2018.0,0,1,7,51.0,,16.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,1.0,56.5
2009,2,56,IND,,MoalFi99,fili-moala-1,Fili Moala,False,DT,DL,D,USC,24.0,2013.0,0,0,3,19.0,,19.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,,3.5
2009,2,57,BAL,,KrugPa99,paul-kruger-1,Paul Kruger,False,DE,DL,D,Utah,23.0,2016.0,0,0,4,29.0,,7.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,2.0,35.0
2009,2,62,TEN,,MarkSe99,senderrick-marks-1,Sen'Derrick Marks,False,DT,DL,D,Auburn,22.0,2016.0,0,0,4,27.0,,11.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1.0,19.0
2009,3,70,CIN,00-0027044,JohnMi98,michael-johnson-2,Michael Johnson,False,DE,DL,D,Georgia Tech,22.0,2018.0,0,0,8,54.0,,50.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,4.0,44.5
2009,3,71,OAK,,ShauMa99,matt-shaughnessy-1,Matt Shaughnessy,False,DE,DL,D,Wisconsin,22.0,2014.0,0,0,3,22.0,,13.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,,18.5
2009,3,72,JAX,,KnigTe99,terrance-knighton-1,Terrance Knighton,False,DT,DL,D,Temple,23.0,2015.0,0,0,6,37.0,,18.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,2.0,14.0
2009,3,81,TB,,MillRo99,roy-miller-1,Roy Miller,False,DT,DL,D,Texas,22.0,2017.0,0,0,5,33.0,,15.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,,8.0
2009,4,115,DET,,HillSa99,,Sammie Lee Hill,False,DT,DL,D,Stillman,22.0,2015.0,0,0,3,21.0,,9.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,,7.0
2009,7,244,SF,00-0026502,JeanRi99,ricky-jean-francois-1,Ricky Jean-Francois,False,DT,DL,D,LSU,22.0,2018.0,0,0,4,23.0,,5.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,,14.0
2010,1,2,DET,00-0027855,SuhxNd99,ndamukong-suh-1,Ndamukong Suh,False,DT,DL,D,Nebraska,23.0,2022.0,3,5,12,100.0,,59.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,1.0,71.5
2010,1,3,TB,00-0027856,McCoGe99,gerald-mccoy-1,Gerald McCoy,False,DT,DL,D,Oklahoma,22.0,2021.0,1,6,10,69.0,,65.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,,59.5
2010,1,10,JAX,00-0027862,AluaTy99,tyson-alualu-1,Tyson Alualu,False,DT,DL,D,California,23.0,2023.0,0,0,7,45.0,,33.0,193.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,19.0,0.0,262.0,,25.0
2010,1,13,PHI,00-0027865,GrahBr99,brandon-graham-1,Brandon Graham,False,DE,DL,D,Michigan,22.0,2023.0,0,1,6,58.0,,58.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,,73.0
2010,1,15,NYG,00-0027867,PierJa99,jason-pierre-paul-1,Jason Pierre-Paul,False,DE,DL,D,South Florida,21.0,2023.0,1,3,11,74.0,,46.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,5.0,94.5
2010,1,16,TEN,00-0027868,MorgDe99,derrick-morgan-1,Derrick Morgan,False,DE,DL,D,Georgia Tech,21.0,2018.0,0,0,8,40.0,,40.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,,44.5
2010,1,26,ARI,,WillDa99,dan-williams-2,Dan Williams,False,DT,DL,D,Tennessee,23.0,2016.0,0,0,6,29.0,,20.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,1.0,3.5
2010,1,28,MIA,,OdriJa99,jared-odrick-1,Jared Odrick,False,DE,DL,D,Penn St.,22.0,2016.0,0,0,3,29.0,,20.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,1.0,23.0
2010,1,31,IND,00-0027881,HughJe99,jerry-hughes-1,Jerry Hughes,False,DE,DL,D,TCU,22.0,2023.0,0,0,9,68.0,,3.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,2.0,70.0
2010,2,44,OAK,,HousLa99,lamarr-houston-1,Lamarr Houston,False,DE,DL,D,Texas,23.0,2017.0,0,0,5,31.0,,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,1.0,30.5
2010,2,46,NYG,00-0027885,JoseLi99,linval-joseph-1,Linval Joseph,False,DT,DL,D,East Carolina,21.0,2023.0,0,2,11,71.0,,16.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,,26.5
2010,2,54,CIN,00-0027662,DunlCa99,carlos-dunlap-1,Carlos Dunlap,False,DE,DL,D,Florida,21.0,2022.0,0,2,7,67.0,,62.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,2.0,100.0
2010,3,81,HOU,00-0027684,MitcEa99,earl-mitchell-1,Earl Mitchell,False,DT,DL,D,Arizona,22.0,2019.0,0,0,4,29.0,,10.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,,6.5
2010,3,83,ATL,00-0027686,PeteCo00,corey-peters-1,Corey Peters,False,DT,DL,D,Kentucky,22.0,2022.0,0,0,9,49.0,,23.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,1.0,19.0
2010,4,100,MIN,00-0027701,GrifEv99,everson-griffen-1,Everson Griffen,False,DE,DL,D,USC,22.0,2021.0,0,4,6,66.0,,65.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,2.0,85.5
2010,4,120,CIN,00-0027720,AtkiGe99,geno-atkins-1,Geno Atkins,False,DT,DL,D,Georgia,22.0,2020.0,2,8,9,89.0,,89.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,,75.5
2010,4,123,NO,00-0027723,WoodAl99,al-woods-2,Al Woods,False,DT,DL,D,LSU,23.0,2023.0,0,0,6,34.0,,,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,,10.0
2010,6,175,CAR,,HardGr99,greg-hardy-2,Greg Hardy,False,DE,DL,D,Mississippi,22.0,2015.0,0,1,4,33.0,,27.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,1.0,40.0
2011,1,3,BUF,00-0027941,DareMa00,marcell-dareus-1,Marcell Dareus,False,DT,DL,D,Alabama,21.0,2019.0,1,2,7,56.0,,47.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,,37.5
2011,1,7,SF,00-0027945,SmitAl04,aldon-smith-1,Aldon Smith,False,DE,DL,D,Missouri,21.0,2020.0,1,1,4,34.0,,24.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,1.0,52.5
2011,1,11,HOU,00-0027949,WattJ.00,jj-watt-1,J.J. Watt,False,DE,DL,D,Wisconsin,22.0,2022.0,5,5,10,110.0,,105.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,449.0,2.0,114.5
2011,1,13,DET,,FairNi00,nick-fairley-1,Nick Fairley,False,DT,DL,D,Auburn,23.0,2016.0,0,0,4,23.0,,16.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,,20.5
2011,1,14,STL,00-0027952,QuinRo00,robert-quinn-1,Robert Quinn,False,DE,DL,D,North Carolina,21.0,2022.0,1,3,9,69.0,,43.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,,102.0
2011,1,16,WAS,00-0027954,KerrRy00,ryan-kerrigan-1,Ryan Kerrigan,False,DE,DL,D,Purdue,23.0,2021.0,0,4,9,63.0,,62.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,3.0,95.5
2011,1,18,SD,00-0027956,LiugCo00,corey-liuget-1,Corey Liuget,False,DT,DL,D,Illinois,21.0,2020.0,0,0,7,42.0,,41.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,,26.0
2011,1,24,NO,00-0027962,JordCa00,cameron-jordan-1,Cameron Jordan,False,DE,DL,D,California,22.0,2023.0,1,8,12,103.0,,103.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,2.0,117.5
2011,1,30,NYJ,00-0027968,WilkMu00,muhammad-wilkerson-1,Muhammad Wilkerson,False,DT,DL,D,Temple,21.0,2018.0,0,1,7,58.0,,58.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,2.0,44.5
2011,1,31,PIT,00-0027969,HeywCa01,cameron-heyward-1,Cameron Heyward,False,DE,DL,D,Ohio St.,22.0,2023.0,3,6,10,98.0,,98.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,2.0,80.5
2011,2,37,CLE,00-0027975,SheaJa00,jabaal-sheard-1,Jabaal Sheard,False,DE,DL,D,Pittsburgh,22.0,2021.0,0,0,7,47.0,,22.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,,53.0
2011,2,41,WAS,00-0027979,JenkJa01,jarvis-jenkins-1,Jarvis Jenkins,False,DT,DL,D,Clemson,23.0,2018.0,0,0,3,23.0,,13.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,,7.0
2011,2,53,CHI,,PaeaSt00,stephen-paea-1,Stephen Paea,False,DT,DL,D,Oregon St.,23.0,2017.0,0,0,3,19.0,,15.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,,14.0
2011,3,77,TEN,00-0028015,CaseJu00,jurrell-casey-1,Jurrell Casey,False,DT,DL,D,USC,21.0,2020.0,0,5,9,72.0,,71.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,,51.0
2011,3,86,KC,00-0028024,BailAl00,allen-bailey-1,Allen Bailey,False,DE,DL,D,Miami (FL),22.0,2020.0,0,0,3,34.0,,30.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,,22.0
2011,4,103,ARI,00-0028041,AchoSa00,sam-acho-1,Sam Acho,False,DE,DL,D,Texas,23.0,2019.0,0,0,4,30.0,,19.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,3.0,18.0
2011,5,165,BAL,00-0028103,McPhPe00,pernell-mcphee-1,Pernell McPhee,False,DE,DL,D,Mississippi St.,22.0,2021.0,0,0,3,28.0,,18.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,38.0
2011,7,211,SF,00-0028149,MillBr02,bruce-miller-1,Bruce Miller,False,DE,DL,D,Central Florida,24.0,2020.0,0,0,5,7.0,,7.0,85.0,0.0,0.0,0.0,0.0,0.0,28.0,62.0,1.0,77.0,736.0,3.0,27.0,,
2011,7,233,GB,00-0028171,GuyxLa00,lawrence-guy-1,Lawrence Guy,False,DT,DL,D,Arizona St.,21.0,2023.0,0,0,6,62.0,,,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,1.0,17.0
2012,1,11,KC,00-0029688,PoexDo00,dontari-poe-1,Dontari Poe,False,DT,DL,D,Memphis,22.0,2020.0,0,2,8,55.0,,41.0,128.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,205.0,,20.5
2012,1,12,PHI,00-0029653,CoxxFl00,fletcher-cox-1,Fletcher Cox,False,DT,DL,D,Mississippi St.,21.0,2023.0,1,6,11,95.0,,95.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,,70.0
2012,1,14,STL,00-0029630,BrocMi00,michael-brockers-1,Michael Brockers,False,DT,DL,D,LSU,21.0,2022.0,0,0,10,58.0,,53.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,,29.0
2012,1,15,SEA,00-0029193,IrviBr00,bruce-irvin-1,Bruce Irvin,False,DE,DL,D,West Virginia,24.0,2023.0,0,0,6,42.0,,22.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,3.0,56.5
2012,1,18,SD,00-0029249,IngrMe00,melvin-ingram-1,Melvin Ingram,False,DE,DL,D,South Carolina,23.0,2023.0,0,3,6,57.0,,52.0,148.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,298.0,3.0,58.5
2012,1,19,CHI,,McClSh00,shea-mcclellin-1,Shea McClellin,False,DE,DL,D,Boise St.,23.0,2016.0,0,0,3,17.0,,13.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,,8.5
2012,1,21,NE,00-0029585,JoneCh03,chandler-jones-2,Chandler Jones,False,DE,DL,D,Syracuse,22.0,2022.0,2,4,10,77.0,,25.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,1.0,112.0
2012,1,26,HOU,00-0029643,MercWh00,whitney-mercilus-1,Whitney Mercilus,False,DE,DL,D,Illinois,22.0,2021.0,0,0,8,49.0,,49.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,2.0,58.0
2012,1,28,GB,00-0029408,PerrNi00,nick-perry-1,Nick Perry,False,DE,DL,D,USC,22.0,2018.0,0,0,3,22.0,,22.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,1.0,32.0
